tower_id,signal_strength_avg,network_downtime_minutes,network_congestion_level,avg_signal_strength
41275,-66.82435946,142,High,-70.70886538
41753,-73.31573946,100,Low,-73.23201693
41614,-83.55877887,105,Medium,-56.95883203
45621,-57.38399125,88,Low,-73.46350753
468,-71.0089297,131,Medium,-66.54026498
27854,-105.4947106,88,Medium,-85.65558797
10463,-56.4794292,81,Low,-64.17123832
30882,-80.18701905,120,Low,-70.14155768
44532,-53.4367588,123,Low,-76.30179926
22055,-58.7581562,12,Medium,-83.42163825
7460,-88.40348654,144,Medium,-66.13183184
6495,-58.31322308,91,Low,-88.28147465
32782,-51.26168896,122,Low,-81.18421809
32061,-84.91590987,40,Medium,-81.75982763
7723,-85.74990029,79,High,-83.07370196
110,-81.06265133,73,Low,-51.84657711
18819,-50.40878454,1,High,-65.95722585
879,-97.43133644,10,Low,-89.83832895
32924,-88.71270986,47,High,-69.40276751
12747,-106.0225283,133,Low,-66.64703442
15471,-60.82893312,37,Medium,-52.93678846
36172,-85.05786184,16,Medium,-68.95229333
88,-82.22861298,79,Medium,-89.22515456
4557,-86.38990037,26,High,-70.72705749
41730,-118.0435011,34,Low,-73.9561295
24954,-114.5955392,22,High,-89.11680557
23384,-60.45240588,90,Medium,-89.61284917
17721,-119.0262833,116,High,-81.80198989
2271,-117.1081691,43,Medium,-77.70723376
8128,-68.2584474,135,Medium,-59.01088808
8744,-61.66941185,55,Low,-77.36529632
20756,-109.9586001,34,High,-55.38456812
35995,-117.9558394,91,High,-71.54594152
18746,-103.7514585,25,Low,-81.52760948
26654,-58.21737767,65,Medium,-69.43840449
28831,-64.85882067,6,Medium,-58.14911444
12229,-94.04288588,122,Medium,-67.59676601
46766,-93.92319628,116,High,-75.09179925
16503,-58.1423888,35,Low,-80.06184339
31006,-66.96827348,80,Medium,-74.99323582
37242,-62.34073624,123,Medium,-62.27019814
4211,-78.28320135,59,High,-60.50198307
20384,-69.91825904,98,High,-79.72792975
37678,-106.2292664,96,High,-66.25806746
32916,-96.28775619,109,High,-69.89438283
35138,-65.9698841,30,Low,-86.33588894
34505,-63.18384356,45,Low,-56.8199816
21359,-89.07249921,49,Low,-71.04244529
26848,-94.72310596,1,Medium,-79.38249475
22362,-117.0963599,0,Low,-61.48075492
18029,-59.5757503,30,Medium,-75.52790305
5062,-100.9186011,32,High,-50.43521518
36456,-50.30239957,30,Low,-88.37580522
1430,-86.40340682,146,High,-68.90021297
9928,-98.0527443,125,High,-69.87607838
17324,-100.686991,108,Medium,-79.03964669
10510,-83.36851476,28,Low,-74.64263012
6541,-117.8107983,31,Medium,-53.99078129
29869,-115.4819355,55,Low,-65.38413318
1467,-76.38021958,14,High,-82.83693901
12559,-74.66733771,116,Low,-61.78494972
28032,-114.7551047,121,Medium,-86.63903351
12297,-98.02782357,46,High,-67.89723063
41994,-73.86782765,86,Low,-68.98386029
8631,-80.92274902,62,Medium,-85.81486624
8323,-69.62888094,99,Medium,-69.70338185
36407,-91.83936979,108,High,-81.40956115
44641,-54.10437281,116,High,-58.11138842
7168,-76.96911344,140,High,-80.84099808
42170,-81.42764975,50,High,-89.08030018
24352,-79.65925896,102,Low,-69.34845559
46644,-116.8206689,70,Low,-73.91246954
48643,-87.86539714,3,High,-50.37028355
22148,-87.82799072,7,Medium,-85.26880491
2093,-57.30344661,16,High,-53.33074561
23270,-65.75231759,15,Medium,-52.84397638
19753,-80.12529446,143,Medium,-60.75928192
6865,-62.87918767,109,Low,-74.18251535
34696,-88.47035357,133,Medium,-68.07321147
32523,-107.0842261,80,High,-57.41065568
24661,-100.3323801,20,Low,-68.17023531
21960,-53.51211578,54,Low,-50.81452612
26211,-50.26984951,29,High,-66.14397811
29432,-75.37431711,100,Low,-56.19948841
38122,-52.83983844,22,Medium,-73.42019127
45880,-109.5884075,33,High,-81.78703422
18330,-96.0466467,67,High,-62.96434269
20007,-70.20250375,92,Medium,-82.69950033
25345,-51.73890588,76,High,-70.73447387
34224,-108.1497784,112,High,-73.77392516
30202,-97.68932446,131,Medium,-77.65861998
21382,-89.71317093,59,Medium,-60.83071027
34353,-81.13880491,67,High,-87.90683157
40713,-72.83786561,27,Medium,-71.58457996
7142,-91.53626455,131,Medium,-67.40122127
11668,-52.48644797,142,Low,-75.25913178
36705,-103.9357774,22,High,-51.96063574
28183,-79.59131028,0,Medium,-78.02655364
18976,-80.04516073,40,High,-69.26652907
33419,-117.3360559,0,Medium,-61.17699708
36206,-66.26452738,37,Medium,-70.96406097
19172,-91.03653538,99,High,-73.11762858
30836,-113.4523381,48,Medium,-74.91863977
17023,-106.1269688,63,Low,-52.49754404
26397,-85.04421786,48,Low,-65.75304058
3825,-58.36991219,145,High,-59.5566979
35804,-90.18854442,6,High,-52.30225524
36815,-109.0879075,18,Medium,-74.89215972
32289,-101.0043108,105,Low,-76.74911865
44093,-69.22186231,11,Low,-84.89663729
9019,-82.44608324,33,High,-78.88867074
47708,-98.36689083,135,Medium,-83.62866163
27657,-115.568122,61,High,-65.08405492
30976,-105.2208707,113,Medium,-87.30801698
8949,-65.21210512,89,Low,-78.0739102
18867,-56.39977453,130,Medium,-85.73970679
15764,-95.60365144,57,High,-53.58213241
45506,-94.94471129,60,High,-56.72727974
46785,-57.60685359,124,High,-73.60876118
11461,-112.594095,114,High,-65.94294627
29205,-83.01975526,34,Medium,-70.21910801
42784,-114.4917877,87,Low,-69.61654028
41108,-111.8388662,68,Low,-57.12446376
48165,-116.5952339,29,Medium,-67.23470175
12900,-118.9081696,27,Low,-68.08814663
33764,-50.25905471,0,High,-62.14627224
38011,-68.54702776,47,High,-76.16558143
36098,-104.7897938,72,Low,-89.5419671
45286,-98.66956636,3,Medium,-83.62864769
20704,-52.74617941,35,Medium,-71.33731093
33463,-52.7830663,110,High,-80.23575849
11757,-86.82222436,75,Medium,-57.01101255
36958,-87.20953358,84,Low,-74.91990753
5679,-107.0016019,63,Low,-59.69591525
19831,-58.31402401,68,Low,-69.29942674
4287,-119.3364111,36,High,-61.99123682
15736,-118.9919563,73,Low,-60.16852554
38258,-62.30198596,33,Medium,-63.59032281
734,-71.10361415,29,High,-54.83956746
49626,-63.75271656,147,Low,-75.79305658
16615,-52.46007816,91,Medium,-67.36074407
38828,-106.1765427,117,Medium,-57.30164938
29340,-78.97659998,55,High,-64.31587401
35300,-86.60582135,67,Low,-72.75509126
31386,-112.9993926,60,High,-75.23791118
5560,-105.1559205,97,Medium,-52.57346289
1552,-95.65718277,57,Low,-87.17813529
22529,-63.1515497,7,Low,-58.07537188
3693,-71.93709796,78,High,-76.62146514
37080,-92.20512903,143,Medium,-60.68784972
12475,-69.26192397,100,Low,-58.3702945
19240,-76.59585175,29,Low,-75.81175915
22128,-119.4614516,96,Medium,-80.31598543
29308,-118.8642578,74,High,-61.66929187
17693,-67.52946341,89,High,-83.98225011
7827,-72.41223074,59,High,-83.39087972
16714,-104.8325006,108,Low,-65.28349696
43206,-53.91643925,49,Medium,-89.57773688
43633,-113.074979,11,High,-73.91025672
46394,-107.906509,141,Low,-84.42657101
44651,-64.95342771,129,Low,-64.39422443
41118,-77.50837405,49,High,-57.49973375
21357,-117.8193018,141,High,-70.62410252
16288,-94.15710783,137,Low,-63.72858715
28737,-70.44923082,28,Low,-51.02498084
3123,-79.35897868,68,Low,-73.16922258
19145,-100.2988713,58,Medium,-66.59667588
30796,-60.195538,79,High,-70.29763259
23206,-67.77210355,82,Low,-78.32272734
21069,-104.9986237,41,Medium,-55.80609081
32181,-64.87687499,54,Medium,-67.58195645
14663,-87.41926482,40,High,-67.61977009
39881,-91.53392486,141,Medium,-59.47372202
12391,-79.12990858,113,Low,-71.22742305
43423,-61.56757018,104,Low,-50.63087838
18772,-60.82093081,66,Low,-72.27012214
2236,-102.9840212,103,Medium,-52.28620156
1215,-114.1357844,8,Low,-81.54241409
22872,-90.52335561,6,High,-75.73294243
42945,-87.8551696,73,Low,-59.45821355
16883,-72.86374522,7,Medium,-76.1356978
13024,-54.15710967,85,Low,-55.06276618
42559,-115.8912691,17,Low,-55.74992564
23123,-75.04853287,139,High,-55.43166728
38545,-113.0260972,28,High,-83.30987171
45492,-57.26806914,82,Medium,-62.27569395
40725,-105.0509914,69,High,-89.06081933
42392,-64.44427181,75,High,-54.29374427
5529,-62.26700589,54,Low,-89.43624173
7141,-72.52523473,14,Low,-53.58769167
44669,-73.81251964,83,Medium,-87.54108925
39919,-110.1838934,24,High,-85.98806041
15095,-112.0374666,117,High,-70.43356015
17713,-116.953355,8,High,-58.97520887
6324,-67.6087522,72,High,-54.58864391
32148,-110.74471,61,Medium,-52.14786491
42321,-52.19566191,111,Low,-57.27626836
9690,-116.4293117,17,Low,-73.96415897
38717,-100.6974312,25,Medium,-71.04987538
19440,-78.96525067,132,Medium,-80.35838233
14053,-108.4097484,62,Medium,-62.68643443
43018,-60.35578484,50,High,-64.7794546
36074,-67.77999933,29,High,-80.88310231
18461,-67.18884276,53,Medium,-78.24696841
27802,-59.9278036,56,Medium,-80.75927705
18294,-98.05486714,113,Medium,-73.83131551
38202,-76.03548673,48,High,-85.27407981
40388,-110.3430465,53,Medium,-80.26297411
36638,-94.32641695,24,High,-84.95025088
26513,-107.3757997,69,High,-69.48324003
12812,-87.670615,8,High,-62.54465149
47670,-70.37812374,46,High,-73.81455428
33457,-102.8052253,25,High,-88.96787645
21657,-57.56648537,7,Low,-83.60340089
41886,-103.0088489,92,High,-86.94942213
2111,-78.09366198,83,High,-79.20543445
25920,-80.48723314,32,Low,-82.35767255
29896,-101.3350706,81,Medium,-65.17652363
17515,-78.65389869,48,Medium,-50.54346584
16468,-78.19897231,11,Low,-59.72208496
13420,-67.79319591,123,High,-66.32113489
38090,-112.402338,149,Low,-58.02020789
18361,-70.48516396,36,Medium,-65.01455071
12128,-110.8327574,89,Low,-81.90116314
4840,-95.90141715,76,Low,-78.02253695
28655,-79.91330732,99,High,-86.03891657
40860,-97.22943069,67,High,-76.56577287
39755,-97.94854046,16,High,-58.79122456
33350,-58.52365377,110,Low,-69.30952676
37474,-73.78852342,116,Low,-70.78548306
7851,-87.21868784,59,Medium,-67.23164774
33580,-79.93397291,131,Low,-60.00836603
36200,-115.9741295,126,High,-86.57639359
769,-75.66230487,49,Low,-71.43703902
45393,-83.85155092,92,Low,-70.90262239
30849,-92.7814007,32,High,-75.2428999
23823,-69.79697644,91,High,-83.05285832
48804,-77.87850105,147,Medium,-77.18784113
24754,-63.36515375,28,High,-66.86979709
15872,-102.1203861,127,Medium,-68.35670246
18211,-116.9766423,32,Low,-75.61323606
19740,-96.9964204,144,Low,-55.17465288
44730,-107.3615503,108,High,-79.86715489
13879,-79.42657662,105,Medium,-71.05873509
17927,-92.29408293,117,High,-77.35929955
10110,-85.60798445,89,Low,-66.61302545
45864,-113.1130314,71,High,-58.64912338
46754,-53.16866731,129,Medium,-76.68067903
27169,-62.7491593,100,Low,-53.28623449
32254,-64.0146109,132,Medium,-52.4581277
11934,-54.84797508,98,High,-64.85204946
12764,-98.06543351,60,High,-86.54769383
39265,-69.706664,124,Medium,-55.06348522
47710,-58.67670607,129,High,-81.838655
5175,-74.52166859,82,Medium,-74.85548573
34861,-73.17544544,1,Medium,-77.0806408
24017,-119.6384606,147,Low,-70.20920948
42951,-81.47900134,128,Medium,-57.08610229
8650,-64.93805343,87,Medium,-67.06813666
18509,-88.33262556,80,Low,-51.8166126
31755,-87.88314035,3,Low,-86.3811354
34311,-65.80372578,79,High,-66.6079702
29588,-97.95574948,45,Low,-68.73394688
906,-91.62132649,6,Low,-61.59160578
15823,-51.16968047,0,Medium,-84.66732771
39772,-89.54535563,25,Medium,-82.85252727
7395,-88.16582768,123,Low,-62.19474838
37298,-108.9098968,128,Low,-59.86789402
23611,-111.7671269,1,Medium,-62.44103714
30072,-109.2512685,128,High,-51.51340087
32980,-84.83088617,0,Low,-76.99372437
10366,-67.31710414,137,Low,-67.77621061
7912,-96.4086199,16,Low,-54.55401302
28889,-71.88066525,127,Low,-65.42489848
15549,-94.84685891,23,Medium,-83.00917489
12391,-79.84993418,26,Low,-65.09116143
47101,-92.60326561,27,Medium,-75.11566216
536,-102.4830036,103,Low,-52.879141
11978,-77.48643955,102,High,-57.8804358
9727,-72.45776368,45,Medium,-81.01843115
840,-77.43876811,95,Medium,-76.97463475
28464,-63.06067158,8,High,-71.98497555
6303,-52.91760616,50,Low,-56.97457129
6326,-117.2231159,44,Low,-81.47043508
40656,-79.23598877,57,Low,-78.02616222
8964,-97.73349615,91,Medium,-61.92879197
22632,-119.6735576,75,Low,-84.59813002
22752,-81.15235213,38,High,-50.15820438
21665,-106.855486,51,High,-59.4035308
1441,-104.1054968,25,High,-59.1034045
9440,-67.77988869,126,Medium,-57.14239395
25678,-95.52968314,52,Low,-58.71893538
10316,-116.367698,19,High,-69.76193721
45134,-105.0082523,87,Medium,-75.36803877
34187,-93.54818892,6,Low,-56.7308428
49040,-77.13449351,122,Medium,-54.27044198
44053,-105.2723344,8,High,-77.45397202
25107,-80.0645815,10,High,-80.51882847
22149,-91.2778775,18,Medium,-69.37174022
21210,-117.8371869,105,Low,-53.70742249
23544,-67.0786511,99,Medium,-88.01332993
23418,-51.40932577,20,High,-62.34400457
2599,-56.76259695,130,High,-62.01726283
15877,-66.08462661,16,Medium,-62.04261075
32733,-107.0034115,130,High,-50.22369525
15753,-111.879011,24,Medium,-57.42710987
31707,-104.066835,20,High,-78.73507336
5006,-112.5484813,122,Medium,-78.6720173
10003,-74.09011534,135,High,-80.07154619
643,-118.4205182,136,High,-86.23954991
6964,-111.941219,28,Medium,-55.05042377
49430,-98.59960476,93,High,-74.29053047
3357,-50.28496198,118,High,-53.77557443
43898,-59.61746123,37,Medium,-70.63774615
22636,-74.80574021,132,High,-51.73768621
22914,-74.20102562,89,Medium,-88.63896134
5520,-108.9696583,147,High,-67.4423064
41157,-57.29368909,139,High,-55.85199489
46394,-79.90788356,67,Medium,-68.9266966
26635,-108.9223561,62,Medium,-78.03799473
12954,-109.9245129,85,Low,-59.67569261
23110,-60.1022363,57,Low,-88.67696773
41333,-87.76801656,125,Low,-82.18755574
43134,-93.4564231,70,Medium,-89.89024183
23679,-111.6824715,115,Medium,-68.36159305
36836,-62.41519643,56,Low,-55.20437266
6004,-86.89645143,81,High,-66.69183535
33330,-63.56705118,129,High,-69.69290012
32952,-85.29825075,44,High,-70.87014628
16320,-100.3876537,131,Medium,-81.36056427
10830,-104.102985,131,High,-85.41807414
39545,-106.5196527,79,High,-63.46784538
18922,-62.21856726,85,High,-54.06915375
14364,-73.96864045,106,Medium,-84.91301249
8355,-108.8417223,81,Low,-84.27293168
18447,-63.59990716,11,Medium,-50.47979819
13294,-71.85053571,109,Low,-87.11534845
32114,-84.37029341,21,High,-50.43437637
49188,-68.49813848,20,Low,-70.447327
25491,-86.69000415,115,Medium,-76.84545819
17457,-61.55813237,51,High,-77.10973262
36504,-101.561762,43,High,-81.63227064
29514,-51.02082802,46,Low,-64.30985692
20164,-114.0792411,16,Medium,-73.62255229
1022,-100.8159295,100,High,-64.17095956
25521,-76.37966212,146,High,-86.50831624
30099,-57.75504419,62,High,-50.41929029
12374,-63.00228499,0,Medium,-76.69914899
12804,-119.7655819,52,High,-59.66142395
3290,-85.63787455,30,Medium,-71.99898553
32266,-97.86213878,36,Low,-58.42844129
7004,-80.60967753,21,Low,-88.76217958
981,-55.24968378,128,Low,-87.77391231
1242,-77.2168664,104,High,-80.39758175
37761,-118.2055211,149,Low,-67.53369542
6567,-99.33027046,63,Low,-81.01645713
23801,-111.987517,8,Low,-80.02858057
6642,-98.72619107,137,Low,-60.12378901
4344,-86.03246744,118,Low,-54.44604924
48000,-95.25242545,73,Low,-82.30388318
274,-119.85253,29,High,-71.28891822
44690,-60.58251561,133,High,-70.35807954
38699,-105.7476451,113,Medium,-71.06172986
39721,-99.97808381,98,Medium,-61.28522424
38071,-52.79845412,49,Medium,-65.34679919
16024,-93.88682138,74,Medium,-54.01783755
24209,-101.739347,109,Low,-87.6155896
39942,-95.89386288,122,Medium,-76.36027234
31915,-62.17686744,143,Medium,-88.83012259
6507,-88.39525555,131,Medium,-61.67134754
47225,-65.29256399,134,Low,-70.57077083
14025,-65.6231242,53,Low,-71.12401549
3369,-72.31483923,94,High,-65.5262031
22036,-73.30075012,70,High,-65.3168533
22807,-61.80700162,26,Low,-78.79497267
34481,-52.7898245,74,High,-78.61597863
17163,-96.73629151,76,High,-69.92526585
6669,-77.98769693,112,Low,-73.59324903
45020,-116.6105018,52,Low,-72.50833166
23511,-64.54800612,80,Low,-73.90287727
33459,-76.46021407,78,Low,-50.55193683
30864,-71.19261857,123,Low,-75.46559887
23747,-100.3155647,126,Medium,-55.80894653
4956,-67.40392813,41,High,-57.38313545
41073,-74.68418692,76,Low,-74.02626381
16045,-57.29914852,58,Medium,-76.80186158
9428,-104.7748743,72,Medium,-66.54969595
5686,-76.04060613,12,Low,-85.75591885
47941,-78.48512473,25,High,-89.33076608
39721,-59.97452548,15,High,-84.47012498
33044,-70.81555443,124,Medium,-70.21688548
45393,-86.7222961,120,Low,-56.71522726
629,-53.40445901,111,High,-67.99687198
4834,-50.59202857,24,Low,-85.65416991
22086,-93.43097105,67,Medium,-81.39961052
30927,-103.3668842,113,High,-57.41678495
13439,-119.2125437,100,High,-57.48298965
36949,-101.8649196,55,Low,-78.92824035
47238,-104.5445625,82,Medium,-81.06748065
17762,-93.12445805,87,Medium,-58.49404148
43744,-63.96550325,40,High,-74.06618146
36386,-89.66563255,76,High,-74.73978556
30975,-61.00990167,78,High,-61.05572269
47576,-86.77788595,79,Low,-84.61618461
49580,-72.92744556,113,High,-84.18268956
33895,-118.0586133,19,Medium,-53.23489213
41388,-105.686043,100,Low,-61.28059939
14572,-100.9731238,50,Medium,-88.97539097
34992,-91.74133205,88,Medium,-87.58641299
7648,-108.4494009,32,Low,-68.07981306
1076,-112.2033247,141,High,-60.00968001
28125,-62.01264325,18,High,-62.84079632
28886,-74.24202445,118,Low,-71.64260037
6389,-103.500488,24,Medium,-83.09486338
3125,-75.98392307,4,High,-80.15952579
34759,-112.872161,18,High,-89.58594907
13088,-84.86396478,127,Low,-76.70367524
42709,-90.72055537,1,Low,-89.62203442
34636,-54.88311991,88,High,-64.44562763
83,-98.67572392,8,High,-68.71732486
1176,-98.35949422,77,Low,-85.75604725
2663,-62.86088577,60,Medium,-67.92039287
13350,-115.523012,80,Low,-86.60358941
48512,-84.97398581,28,Medium,-79.13777612
23899,-119.4841559,115,Medium,-69.00177618
20654,-63.28484979,53,Low,-61.14039389
20240,-70.84030957,34,Low,-51.71373932
10425,-56.70127473,44,High,-63.41218065
11560,-100.4764322,22,Low,-86.41932043
18582,-108.7008282,100,Medium,-69.65058217
46701,-72.30561898,5,Low,-75.19177886
34160,-53.94188083,39,Low,-66.96707373
5183,-84.77771606,21,High,-67.27765314
34839,-100.5793573,92,High,-77.80431714
37254,-117.1661347,8,High,-55.21518423
23783,-53.6201111,6,High,-76.31617809
17283,-78.62094883,68,Medium,-80.79409776
42384,-100.3462285,117,High,-73.9200259
48261,-114.4299969,124,Medium,-58.41694747
38351,-58.22565723,42,Low,-59.1488247
6281,-90.88170027,62,Low,-59.50674956
18723,-71.71136158,134,High,-54.14831468
24348,-111.3938986,20,Low,-82.48877242
26547,-54.17056136,42,High,-67.98892013
37401,-91.07580397,120,Low,-59.62644424
43209,-100.1386604,114,High,-66.153277
15889,-57.34337929,60,Medium,-52.02608814
5526,-90.79384632,99,Medium,-79.46359891
39827,-90.60218453,145,High,-71.77967341
45328,-89.61686128,10,Low,-79.66185808
45824,-99.04352193,64,High,-89.64909199
24097,-50.83018819,126,Medium,-87.92663704
14416,-97.53582305,44,High,-82.47153841
42563,-79.60816335,40,Medium,-64.6005646
19166,-108.860611,98,High,-64.87074911
43912,-113.7282595,56,Low,-74.37323251
40826,-99.62791637,137,Medium,-82.95198405
21239,-118.6025477,122,High,-68.65652611
27853,-115.8888331,84,High,-69.6661661
